"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa22419-RA",97.004366,57.469095,23.798657,0,182.553824,0,0,0,1.042012,0,0,0,0,2.095532,0,27.828644,0,0,0,0,0,30.096109,0,0,0,0,0,0,23.036882
"Mcavernosa22422-RA",0,2.052468,2.069448,0,28.327317,25.292962,0,3.091813,2.084025,0,0,0,0,0,0,0,0,0,0,0,18.687918,0,0,0,0,80.023373,0,0,0
"Mcavernosa22423-RA",79.461023,1.026234,95.194626,5.271179,282.224015,0,0,24.734506,83.360989,146.023283,50.697395,0,0,5.23883,0,5.153453,0,20.854938,0,0,60.216624,2.075594,17.676678,0,0,50.923964,0,0,0
"Mcavernosa22424-RA",0,1.026234,15.520863,0,0,0,0,4.122418,2.084025,12.427513,0,0,0,0,0,0,0,0,0,0,4.152871,0,0,0,0,34.295731,0,0,0
"Mcavernosa22425-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22426-RA",12.383536,9.236104,10.347242,0,1.04916,0,0,2.061209,1.042012,8.285009,0,0,1.039929,0,0,0,0,0,0,29.247201,0,47.738655,0,0,0,0,0,2.102974,0
"Mcavernosa22427-RA",0,86.203642,104.507144,13.705065,155.275666,37.939444,64.160794,31.948736,44.806532,626.553804,0,0,281.820763,12.573193,0,159.757028,0,0,9.386525,0,32.184747,29.058312,44.711597,0,1.035809,401.156127,0,0,258.641352
"Mcavernosa22428-RA",206.392268,250.401055,312.486708,10.542358,126.948349,0,0,27.826319,84.403001,118.061378,0,0,269.341615,10.477661,1.050927,138.112527,0,9.384722,30.24547,0,0,36.32289,0,0,1.035809,250.462764,0,1.051487,95.288919
"Mcavernosa22429-RA",460.254758,425.88704,516.327376,11.596593,431.204722,0,80.718418,85.540165,212.570522,325.186603,38.281706,90.732846,449.249335,7.334363,1.050927,255.611244,33.377832,40.66713,35.460206,55.360773,139.121166,133.875794,2.079609,617.492527,419.502531,377.253042,2.107837,148.259647,16.754096
"Mcavernosa22430-RA",25.799034,9.236104,24.833381,0,0,0,0,8.244835,13.546161,4.142504,0,0,123.751553,0,0,0,0,0,0,0,0,0,1.039805,112.83086,0,5.196323,0,1.051487,2.094262
"Mcavernosa22431-RA",0,4.104935,24.833381,8.433886,93.375232,0,0,0,2.084025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078529,0,0,0
"Mcavernosa22432-RA",12.383536,42.075587,72.430694,3.162707,14.688239,0,0,10.306044,6.252074,72.493829,0,0,85.274179,0,0,3.092072,0,0,0,1.044543,0,30.096109,0,0,0,11.43191,0,1.051487,0
"Mcavernosa22433-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22434-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22435-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22437-RA",312.684287,209.351702,487.355098,45.332137,475.269438,107.49509,0,32.979341,98.991175,343.827873,0,1.042906,629.157055,7.334363,32.578734,64.933502,0,1.042747,31.288417,0,38.414053,52.92764,121.657135,0,0,511.318173,0,205.039938,209.426196
"Mcavernosa22438-RA",80.492985,35.918184,70.361246,1.054236,58.752955,17.915848,0,26.795714,16.672198,42.460671,51.732035,0,18.718722,0,0,0,0,0,0,0,0,0,11.43785,1.025735,1.035809,38.452789,0,0,51.309418
"Mcavernosa22439-RA",12.383536,3.078701,9.312518,0,0,0,0,2.061209,1.042012,1.035626,0,0,0,0,0,0,0,0,0,0,0,0,1.039805,0,0,3.117794,0,0,0
"Mcavernosa22440-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22441-RA",0,20.524677,24.833381,0,0,0,0,0,14.588173,1.035626,0,0,32.2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22442-RA",41.278454,36.944418,118.993283,4.216943,23.081518,0,0,2.061209,10.420124,105.633865,0,30.244282,112.312334,0,0,10.306905,0,0,0,61.62803,0,13.491359,2.079609,0,1.035809,108.083516,0,7.360408,33.508191
"Mcavernosa22444-RA",33.022763,12.672038,25.868105,4.216943,3.14748,0,0,4.122418,14.588173,14.498766,0,0,0,0,0,34.012787,0,0,0,0,0,0,0,1.025735,0,10.392646,0,0,47.120894
"Mcavernosa22445-RA",177.497351,186.774557,311.451984,28.464365,1022.930909,149.650027,0,113.366484,403.258785,689.726998,0,0,775.787046,42.958409,0,272.102292,0,213.763117,91.779357,27.158115,693.529392,46.700858,212.120133,1.025735,113.938959,833.490192,1.053919,323.857953,223.038898
"Mcavernosa22446-RA",0,1.026234,5.173621,0,0,0,0,0,2.084025,2.071252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22448-RA",6.191768,25.655846,8.277794,0,0,0,0,0,0,14.498766,0,0,0,0,0,34.012787,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22451-RA",0,4.104935,8.277794,0,0,0,0,0,3.126037,12.427513,0,0,101.913044,0,0,21.644501,0,0,0,0,0,0,0,0,0,75.866314,0,0,0
"Mcavernosa22452-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22453-RA",342.611165,126.226761,425.271646,11.596593,86.031112,4.215494,0,4.122418,17.71421,134.631396,0,0,177.827862,0,1.050927,32.982096,0,23.983179,0,0,1.038218,0,10.398046,2.05147,0,156.928951,0,0,59.686466
"Mcavernosa22454-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.765411,0,0.157165,0,0,0,0,0,0,0
"Mcavernosa22455-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22456-RA",0,0,4.138897,0,0,0,0,0,0,6.213757,0,0,0,0,0,0,0,0,0,34.971761,0,0.880632,0,0,0,3.117794,0,0,0
"Mcavernosa22457-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22458-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22459-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22460-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22462-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22463-RA",0,0,0,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22464-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22465-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22468-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22469-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22472-RA",45.406299,146.751438,188.319804,9.488122,103.866831,41.101064,0,25.76511,44.806532,93.206351,0,0,36.397516,0,0,8.245524,0,2.085494,34.417259,0,1.038218,16.60475,1.039805,0,0,216.167032,2.107837,0,2.094262
"Mcavernosa22473-RA",0,0,0,0,20.983198,0,0,0,5.210062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22474-RA",0,5.131169,12.41669,0,0,0,0,2.061209,4.168049,28.997531,0,0,0,0,0,13.398977,0,0,0,0,0,0,1.039805,0,0,0,0,0,2.094262
"Mcavernosa22475-RA",0,2.052468,6.208345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.597069,0,0,0,0,0,0
"Mcavernosa22476-RA",0,2.052468,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22477-RA",0,0,3.104173,0,0,0,0,3.091813,2.084025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22478-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22479-RA",0,0,0,0,0,0,0,0,0,0,17.588892,0,0,0,0,0,0,1.042747,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22480-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22481-RA",2.063923,30.787015,86.916833,2.108472,31.474797,0,0,19.581484,15.630185,41.425045,0,0,115.432121,0,0,29.890025,1.043057,0,0,0,2.076435,3.113391,0,0,0,36.37426,0,0,0
"Mcavernosa22482-RA",0,48.23299,78.639039,0,0,0,0,0,0,8.285009,4.138563,0,62.395741,0,0,5.153453,0,0,0,0,0,0,0,0,1.035809,0,0,0,0
"Mcavernosa22483-RA",0,16.419741,41.388968,0,0,0,0,8.244835,1.042012,0,23.796736,0,110.232476,1.047766,3.152781,0,0,0,0,0,0,0,0,0,0,19.746027,0,0,0
"Mcavernosa22487-RA",0,0,0,0,0,0,0,6.183626,2.084025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22488-RA",80.492985,252.453523,293.861673,4.216943,89.178592,0,0,21.642692,88.571051,218.517112,5.173204,0,510.605147,9.429895,50.444492,146.358051,22.947259,13.55571,0,42.826258,1.038218,1.037797,1.039805,2.05147,5.179044,146.536306,0,3.154461,24.084013
"Mcavernosa22490-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22491-RA",0,0,0,0,0,0,0,0,0,0,0,0,33.277729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22492-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22493-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22494-RA",0,2.052468,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22497-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22500-RA",87.716714,55.416627,700.508283,36.898251,2013.337862,123.303191,571.238037,60.805659,374.082438,1281.069514,335.223588,868.740927,744.589176,16.764257,299.514169,408.153438,0,112.616666,199.202922,538.984128,112.127507,110.006467,19.756287,2186.867222,922.905567,1686.726412,1.053919,73.60408,397.909772
"Mcavernosa22501-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22502-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22508-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22509-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22512-RA",0,6.157403,0,0,0,0,0,0,0,0,0,0,1.039929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22520-RA",0,1.026234,3.104173,0,0,0,0,0,0,0,0,0,0,0,0,28.859334,0,0,0,0,0,0,0,0,0,0,0,0,1.047131
"Mcavernosa22522-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22523-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22524-RA",0,7.183637,10.347242,0,0,0,0,0,8.336099,13.46314,0,0,49.916593,0,0,0,0,0,0,0,0,6.226781,0,1.025735,0,27.020879,0,0,0
"Mcavernosa22525-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22526-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22527-RA",0,2.052468,4.138897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22528-RA",0,0,1.034724,0,0,0,0,0,3.126037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22531-RA",917.413633,361.234309,1127.849378,95.935453,445.89296,26.346836,2.069703,121.611319,133.377583,487.779904,133.468651,115.762597,953.614908,22.003088,71.46303,189.647052,1.043057,88.633487,0,184.884091,153.656213,41.511874,124.776549,2.05147,1.035809,505.082585,119.092818,201.885477,292.149543
"Mcavernosa22532-RA",17.543343,4.104935,31.041726,0,0,0,0,0,6.252074,15.534392,0,0,0,0,0,1.030691,0,0,0,0,0,0,0,0,0,4.157058,0,0,0
"Mcavernosa22533-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22534-RA",0,36.944418,19.65976,0,0,0,0,0,9.378111,17.605644,0,0,58.236025,0,0,77.301788,0,36.496142,0,2.089086,0,0,0,1.025735,0,27.020879,0,0,1.047131
"Mcavernosa22536-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22537-RA",13.415497,26.68208,44.493141,0,44.064716,0,0,17.520275,32.302383,56.959437,0,0,0,0,0,30.920715,0,0,0,95.053402,0,0,0,1.025735,0,40.531319,0,0,12.565572
"Mcavernosa22538-RA",0,0,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035809,0,0,0,0
"Mcavernosa22539-RA",0,17.445975,10.143862,0,0,0,0,11.336648,0,18.64127,0,0,6.239574,0,0,34.012787,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22540-RA",0,0,0,0,0,0,0,0,4.168049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22541-RA",0,2.052468,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22542-RA",2.063923,73.888836,46.562589,0,0,0,0,3.091813,1.042012,13.46314,0,0,14.559006,0,0,3.092072,0,26.068673,0,0,0,0,0,0,0,4.157058,0,0,71.204907
"Mcavernosa22543-RA",0,3.078701,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22544-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22546-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22547-RA",376.66589,89.282343,296.965845,24.247422,167.865585,0,104.520003,96.876813,73.982878,241.300887,0,0,348.376221,27.241918,1.050927,56.687978,0,21.897685,3.128842,185.928633,84.09563,38.398484,4.159218,1.025735,180.230717,265.012468,1.053919,26.287172,185.342183
"Mcavernosa22548-RA",0,4.104935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044543,0,0,0,0,0,0,0,0,0
"Mcavernosa22549-RA",12.383536,12.314806,11.381966,0,0,0,0,2.061209,4.168049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22550-RA",239.415031,48.23299,73.465418,4.216943,419.663963,0,0,35.040549,53.142631,118.061378,0,1.042906,53.03638,11.525427,0,15.460358,0,0,0,0,0,53.965436,16.636873,0,0,342.957311,0,2.102974,0
"Mcavernosa22551-RA",1.031961,12.314806,36.215347,3.162707,22.032358,0,42.428912,154.590659,20.840247,42.460671,90.013741,2.085813,0,0,42.037076,13.398977,0,0,0,54.31623,0,0,6.238827,454.400647,3.107426,93.533812,3.161756,0,35.602453
"Mcavernosa22553-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22554-RA",0,10.262338,12.41669,0,0,0,0,0,0,2.071252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22604-RA",8.255691,4.104935,8.277794,0,1.04916,0,0,3.091813,3.126037,34.175662,0,0,59.275954,0,0,11.337596,0,0,0,0,37.375836,3.113391,0,0,0,11.43191,0,0,0
"Mcavernosa22605-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22606-RA",306.492519,437.175612,1066.80065,99.098161,891.785921,130.680306,0,25.76511,260.503091,418.392954,0,1.042906,1216.716949,49.245006,23.120392,533.897679,34.420889,133.471605,34.417259,64.761659,22.840788,57.078827,90.462998,1.025735,0,1513.169227,279.288466,396.410546,813.62077
"Mcavernosa22607-RA",0,0,2.069448,0,0,0,0,0,3.126037,1.035626,0,0,0,0,0,0,1.043057,0,0,0,1.038218,0,0,0,0,0,1.053919,0,0
"Mcavernosa22608-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22611-RA",0,3.078701,0,0,0,0,0,0,1.042012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22613-RA",0,0,0,0,0,0,0,0,0,0,0,0,92.553682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22614-RA",1.031961,0,3.104173,0,0,0,0,0,0,4.142504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22615-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22616-RA",0,2.052468,5.173621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.901892,0,0,0,0,0,0,25.981614,0,1.051487,0
"Mcavernosa22617-RA",0,0,5.173621,0,0,0,0,0,3.126037,10.356261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035809,0,0,0,0
"Mcavernosa22618-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22619-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22620-RA",0,14.367274,20.694484,0,0,0,0,0,0,32.10441,0,0,48.876664,0,0,11.337596,0,0,0,0,0,0,0,0,0,2.078529,0,0,3.141393
"Mcavernosa22621-RA",0,0,1.034724,0,0,0,0,0,0,3.106878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22622-RA",1.031961,3.078701,18.625036,0,0,0,0,4.122418,1.042012,17.605644,0,0,0,0,0,0,0,2.085494,0,18.801772,0,0,0,0,0,0,0,0,0
"Mcavernosa22624-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22626-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22627-RA",58.821796,68.757667,64.1529,0,63.998754,0,0,4.122418,2.084025,27.961905,0,0,0,0,4.203708,0,1.043057,0,0,0,0,20.755937,0,0,0,35.334996,0,0,0
"Mcavernosa22628-RA",0,0,1.034724,0,0,0,0,0,1.042012,0,0,0,0,0,0,9.276215,0,0,0,0,0,0,0,0,0,18.706762,0,0,1.047131
"Mcavernosa22630-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22631-RA",0,0,0,0,0,0,0,0,6.252074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22632-RA",3.095884,35.918184,33.111174,0,48.261356,0,0,0,0,79.743211,0,0,0,0,0,0,0,0,0,0,0,3.113391,21.835896,0,1.035809,7.274852,0,0,79.581954
"Mcavernosa22633-RA",2.063923,124.174294,111.750214,8.433886,0,0,0,13.397857,18.756223,148.094536,46.558832,0,246.463177,7.334363,0,37.104858,0,0,3.128842,22.979943,0,8.302375,0,0,0,23.903085,0,0,1.047131
"Mcavernosa22634-RA",16.511381,35.918184,37.250071,0,0,0,0,6.183626,3.126037,22.783775,0,0,45.756877,0,0,7.214834,1.043057,0,0,0,0,0,0,1.025735,0,0,0,0,1.047131
"Mcavernosa22635-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22636-RA",0,2.052468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22637-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22638-RA",0,1.026234,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22639-RA",0,2.052468,2.069448,0,0,0,0,0,0,12.427513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22641-RA",1.031961,1.026234,19.65976,0,2.09832,0,0,19.581484,0,2.071252,1.034641,235.696818,0,0,0,0,1.043057,0,0,0,1.038218,0,1.039805,1.025735,1.035809,0,0,0,0
"Mcavernosa22642-RA",109.387902,69.783901,140.722491,29.518601,216.126941,72.717267,0,19.581484,55.226655,257.870905,53.801317,0,392.053239,0,0,36.074168,0,16.683951,35.460206,99.231574,0,47.738655,57.189251,0,1.035809,583.027429,2.107837,29.441632,108.901622
"Mcavernosa22643-RA",0,1.026234,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22644-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22647-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22648-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22649-RA",58.821796,1.026234,4.138897,0,0,0,0,0,5.210062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025735,0,0,0,0,0
"Mcavernosa22650-RA",0,10.262338,0,0,0,0,0,5.153022,4.168049,3.106878,0,19.815219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22654-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22656-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22657-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22658-RA",1.031961,68.757667,16.555587,0,12.589919,30.56233,0,0,2.084025,410.107945,0,0,172.628217,1.047766,0,2.061381,0,0,0,0,7.267524,8.302375,56.149447,1.025735,0,110.162045,0,15.772303,175.918004
"Mcavernosa22659-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22660-RA",6.191768,2.052468,19.65976,0,0,0,0,0,0,13.46314,0,0,0,0,0,0,0,0,0,0,0,0,1.039805,0,0,0,0,0,9.424179
"Mcavernosa22661-RA",0,34.89195,40.354244,0,0,0,0,0,0,20.712522,0,0,51.996451,0,0,16.491048,0,0,0,1.044543,2.076435,0,0,0,0,4.157058,0,6.308921,1.047131
"Mcavernosa22662-RA",126.931245,41.049353,113.819662,21.084715,90.227752,18.969722,0,48.438407,47.932569,81.814464,0,14.600688,141.430346,7.334363,36.782442,21.644501,0,0,0,169.215947,55.025536,46.700858,16.636873,0,0,175.635714,0,0,26.178274
"Mcavernosa22663-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22666-RA",0,5.131169,47.597313,0,0,0,0,0,7.294087,44.531923,0,0,37.437445,1.047766,0,0,0,0,0,0,0,0,0,0,0,5.196323,0,0,1.047131
"Mcavernosa22671-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22672-RA",13.415497,0.16087,10.347242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22673-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22674-RA",0,0,0,0,46.163036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22675-RA",0,2.917832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa22676-RA",4.127845,4.104935,13.451415,0,6.294959,0,0,6.183626,1.042012,16.570018,0,0,30.157941,0,0,0,0,0,0,0,0,1.037797,0,0,0,0,0,1.051487,55.497942
