"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa09225-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09227-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901677,0,0,0
"Mcavernosa09228-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09229-RA",11.19246,41.40758,4.27274,0,0,0,315.5825,42.71712,14.84997,22.99608,0,0,32.53766,0,0,64.08491,0,0,0,0,0,0,0,0,0,19.74859,0,0,72.69649
"Mcavernosa09230-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09231-RA",0,155.7256,2.914349,112.4529,0,0,0,0,10.69158,19.06513,0,0,85.63554,0,0,0,0,0,0,0,0,0,147.1264,0,0,0,0,0,0
"Mcavernosa09232-RA",0,5.250372,0,0,0,0,0,0,0,0,0,0,0,0,0,34.53464,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09233-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09234-RA",0,0,0,0,0,0,0,0,0,0,0,0,1.18913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09235-RA",0,31.82369,2.44845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09237-RA",0,3.554773,13.12786,75.98261,0,0,0,0,2.006702,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.58681,0,0,0
"Mcavernosa09239-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09240-RA",0,5.484269,3.375589,0,0,0,0,0,0,0,0,0,41.22927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09242-RA",195.6576,126.7927,148.9484,101.1257,175.9833,0,0,82.97179,62.49512,37.89888,0,0,0,0,0,76.24131,0,6.339841,0,0,3.079839,89.64987,0,2.650982,0,177.347,0,0,2.881681
"Mcavernosa09243-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09244-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09246-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09247-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09248-RA",0,0,0,0,65.29902,0,0,0,13.16023,0,0,0,50.55538,0,0,0,0,0,0,0,0,0,0,0,0,31.36623,0,198.1935,0
"Mcavernosa09249-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09251-RA",0,0,0,0,0,0,0,0,0,0,1562.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09252-RA",0,0,0,0,0,0,0,0,5.211767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.30956,0,0,0
"Mcavernosa09253-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09254-RA",0,0,2.971493,0,0,0,0,72.98895,9.965356,3.836636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09255-RA",100.9877,8.497878,0,0,0,0,0,0,0,14.18196,0,0,0,0,0,0,0,0,0,0,0,83.86863,0,0,0,20.13295,0,0,0
"Mcavernosa09256-RA",0,11.58897,2.377685,0,0,0,0,0,0,9.823815,0,0,0,0,0,0,0,0,0,146.0677,159.2666,0,0,0,0,0,0,0,29.4117
"Mcavernosa09258-RA",31.3124,42.08939,20.85131,49.37119,23.57853,207.0355,0,0,8.692625,43.80963,0,0,36.28701,53.57588,0,43.0461,0,6.878248,0,0,1.670696,127.6581,27.91107,0,0,34.86045,0,0,21.10324
"Mcavernosa09259-RA",0,16.09801,10.1561,0,0,0,6.098572,4.867605,2.726242,6.652457,0,0,0,28.00474,0,36.1776,0,0,0,0,258.4945,0,4.168411,0,0,0.282511,9.695289,0,0
"Mcavernosa09261-RA",0.511348,107.1415,61.0795,0,14.46284,0,7.335452,29.27413,21.86109,12.00251,0,0,21.83479,0,0,49.88298,0,0,0,0,0,0,0,0,0,47.91299,0,0,0
"Mcavernosa09262-RA",0,0,3.8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09264-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,29.73984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09265-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09266-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09267-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.827705,0,0,0
"Mcavernosa09268-RA",0,3.951082,7.295719,0,0,0,0,0,0,11.93181,0,0,18.8501,0,0,47.64556,0,0,0,0,0,150.7794,0,0,0,0.693393,0,0,0
"Mcavernosa09269-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14296-RA",0,1.983919,4.443372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14297-RA",0.634197,1.600986,3.510534,0,0.224219,0,0,14.52285,6.100456,4.389482,0,10.08934,5.381385,0,0,0,0,0,0,0,0,0,10.88216,76.81317,0,0.421446,0,0,0
"Mcavernosa14299-RA",9.89917,34.98565,43.83667,0,44.79773,0,113.6055,249.3555,76.17748,5.957853,2130.484,0,0,0,0,0,0,0,0,238.7152,65.07146,19.73063,0,1099.206,0,0,0,0,0
"Mcavernosa14300-RA",0,0,4.777727,0,0,0,0,187.7689,140.2205,0,2787.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7604.625,0,0
"Mcavernosa14301-RA",0,0,0.791908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14302-RA",30.13211,43.10428,40.96675,0,127.8374,0,0,76.66807,94.46834,39.89727,0,0,35.19056,0,0,0,0,0,0,0,0,60.05812,0,0,0,53.39689,0,0,150.5784
"Mcavernosa14303-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14305-RA",0,0,0.492707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14306-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14307-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14308-RA",0,0,0.19684,0,0,0,0,0,0,0,0,0,0,0,0,4.557638,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14309-RA",0,0,4.464151,0,0,0,0,0,12.28288,8.069426,0,0,0,0,0,0,0,0,0,0,0,0,28.17071,0,0,1.272833,0,0,0
"Mcavernosa14311-RA",0,12.6357,3.711904,0,0,0,0,0,0.972678,4.929547,0,0,0.249104,29.97487,0,6.61119,0,80.81371,6.769521,98.75688,0,0,4.461659,0,30.65066,1.209543,5.188676,0,0
"Mcavernosa14312-RA",1.395951,0,0.813383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14313-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14314-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14315-RA",0,0,18.36337,0,111.4229,0,0,0,40.4207,136.5686,0,1052.895,255.3448,0,0,0,0,0,0,0,0,314.0795,0,0,0,0,0,0,0
"Mcavernosa14316-RA",0,7.478947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14317-RA",26.55777,7.673621,21.25414,4.316374,6.787535,0,0,20.76055,21.20316,23.10925,0,10.1808,19.09317,7.025966,0,12.61843,0,2.70605,4.76023,0,65.72875,94.06928,0,0,61.34346,54.64675,0,1.471522,0
"Mcavernosa14318-RA",0,15.56248,17.24178,0,0,0,0,23.52838,23.71993,36.36074,0,0,0,0,0,30.70895,0,0,0,0,0,0,0,0,0,0,0,5.670207,0
"Mcavernosa14319-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14320-RA",0,0,1.023961,0,2.485223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14321-RA",0,1.21825,0,0,0,0,0,0,2.06314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14322-RA",0,1.366661,2.523556,43.81819,0,0,0,0,4.628956,20.85301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14323-RA",0,0,0.801608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14326-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14327-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14328-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14329-RA",0,1.544686,2.13921,0,0,0,0,0,0,9.575057,0,0,0,0,0,0,0,0,0,0,0,3.049013,0,0,0,0,0,0,0
"Mcavernosa14331-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14332-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14333-RA",67.70045,47.1462,44.34415,50.38706,52.16244,130.5717,0,12.47377,19.96084,54.23402,0,0,52.65368,51.26087,0,64.92866,0,27.64037,0,0,0,102.3666,9.156012,0,0,43.74821,0,34.35554,172.2997
"Mcavernosa14334-RA",0,0,1.371132,0,0,0,0,0,0,1.416267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14335-RA",0,30.8174,39.83328,197.6149,0,35.01496,0,37.27341,0,23.51115,0,0,0,0,0,30.4055,0,0,0,0,0,48.66369,0,1675.002,0,0,0,0,0
"Mcavernosa14336-RA",0,7.796803,10.79766,0,0,0,0,0,83.62595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14337-RA",0,7.700546,5.33218,0,0,0,2756.826,151.3485,91.28759,0,2232.88,0,123.5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14338-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14339-RA",0,6.115139,5.645837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14340-RA",748.7373,168.0119,1064.012,1851.724,2.941265,0,119.3431,1174.803,835.8149,1126.576,572.5332,0,674.0414,274.0127,1305.007,86.33661,160.9676,70.3573,866.3619,12.53858,991.1895,248.7255,1876.15,7.354914,409.5091,295.7729,94.86367,76.51915,1319.169
"Mcavernosa14342-RA",0,19.49201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14344-RA",62.53432,131.2469,250.8227,333.5066,251.9378,354.56,0,99.90766,129.01,179.4299,0,0,137.7317,0,780.0457,268.6446,0,0,984.4095,199.4586,340.5624,39.85611,427.7835,2.571406,794.9786,303.9403,0,120.3859,83.85538
"Mcavernosa14345-RA",30.88541,8.924051,8.350136,15.0592,31.04807,0,0,9.941447,18.29483,18.81246,2.328072,0,13.98402,8.170859,0,16.38773,0,0,0,0,0,31.52147,12.77015,0,1.928094,5.44021,0,17.11309,61.50826
"Mcavernosa14346-RA",2.355417,0,1.372439,0,0,0,0,0,0,0,0,0,0.644727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14347-RA",0,0,4.57044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14348-RA",0,0,4.284787,0,0,0,0,0,0,0,0,0,0,0,74.42148,0,0,0,0,0,0,0,0,0,0,0,0,0,14.13396
"Mcavernosa14349-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14350-RA",0,0,1.62321,0,0,0,0,0,0,0,0,0,40.32645,0,0,96.28155,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14351-RA",0,14.88058,1.431102,6.626449,30.56577,0,0,0,0,6.208485,0,0,0,0,0,26.5086,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14352-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14353-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14354-RA",29.73137,5.925373,6.382406,21.10895,0,0,0,14.93061,22.52906,5.650716,0,0,10.70802,0,126.6909,6.49575,0,0,0,2.358428,0,339.1819,0,0,0,23.3211,8.921631,0,0
"Mcavernosa14355-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14357-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14358-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14359-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14360-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14361-RA",0,0,0.168385,3.898367,0,0,0,1.102944,2.180245,0.521782,0,0,5.695315,0,0,0,0,0,0,0,0,0,53.83735,0,0,6.365427,0,0,0
"Mcavernosa14362-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14363-RA",0,0,0,0,0,0,0,15.9563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14364-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14365-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14366-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14367-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14368-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14369-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14370-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14372-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14373-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14374-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14375-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14376-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14377-RA",0,7.796803,7.198443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14378-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14379-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14388-RA",2.315682,8.768663,8.095718,0,0,0,0,13.25704,4.94999,5.574808,0,0,6.972357,127.1193,0,16.82229,0,0,0,55.84191,0,0,0,0,0,0,0,0,0
"Mcavernosa14391-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14392-RA",0,0,0,0,0,0,0,49.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14393-RA",0,0,2.291282,0,0,0,0,0,0,6.311215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14394-RA",65.71364,25.59437,28.88129,35.45855,45.13814,0,0,45.86102,24.8831,37.742,0,0,22.81804,57.71756,0,10.91148,566.7134,111.1496,0,47.53988,0,44.90668,40.50074,0,0,44.91668,0,177.8721,32.47803
"Mcavernosa14395-RA",16.59869,15.96274,32.23871,181.2628,0,0,0,45.25035,27.03334,18.55282,0,0,16.44281,0,0,21.3273,0,53.47695,0,0,0,51.20118,0,0,0,20.48503,0,0,0
"Mcavernosa14396-RA",5458.576,4965.161,5213.6,6554.639,5668.975,2520.491,74.15252,4833.457,7436.282,7553.62,2069.744,19654.04,8053.568,8172.227,7690.012,2950.436,16402.53,9136.587,8382.168,5515.82,424.7342,12389.19,18626.26,20646.78,25149.77,7021.244,294.7125,16783.15,8663.465
"Mcavernosa14397-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14398-RA",95.66278,310.4921,332.0521,92.17655,36.72026,0,19.60448,276.4376,198.6457,128.31,8.549999,336.9885,59.10307,30.00802,13.83054,107.7871,0,0,0,0,0,27.23875,147.3976,2.416382,0,78.10181,0,326.8147,191.7465
"Mcavernosa14399-RA",0,5.331147,0,0,0,0,0,0,0,41.94328,0,0,17.3415,46.37137,0,0,0,0,0,0,0,210.4601,0,0,0,79.99264,0,0,0
"Mcavernosa14400-RA",468.1938,559.6875,1061.845,380.3334,473.025,275.6884,2733.13,635.8519,980.7192,548.1422,5.345227,441.7401,581.3721,150.0816,899.2338,842.3193,2578.821,158.9608,12.71041,200.8774,200.0745,532.154,339.2758,125.3845,305.455,420.7082,19.48445,624.7344,469.6462
"Mcavernosa14401-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14402-RA",0,1.774017,5.732548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.0438,0,0,0,0,0,0,0,0.93399,0,0,0
"Mcavernosa14403-RA",0,19.7566,9.120199,15.08192,0,0,16.03842,8.534093,0,20.18661,0,0,25.70623,0,0,134.5914,0,0,0,0,0,0,0,0,0,37.14829,0,0,51.57296
"Mcavernosa14405-RA",0,10.87926,1.116038,0,0,0,0,0,0,0,0,0,51.37924,0,0,0,0,8.09927,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14408-RA",4298.698,1101.407,1332.649,1858.608,1169.071,0,0,1770.348,873.7284,912.1494,6350.011,36.53167,437.47,1310.982,2509.857,314.567,0,38.84037,0,899.841,754.7322,1235.768,1283.39,0,880.4725,509.6772,0,2597.882,0
"Mcavernosa14409-RA",0,0,1.777393,0,0,0,0,0,0,16.52311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.32525,0,0,0
"Mcavernosa14410-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14411-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14412-RA",21.01306,8.840996,21.6196,10.21485,78.70836,20.36191,81.47005,61.41317,129.4916,23.01488,55.66539,0,36.58297,62.35195,72.80213,15.32389,263.7244,124.8772,0,369.7708,159.438,49.05145,0,0,0,25.5376,0,135.8139,69.13207
"Mcavernosa14413-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14414-RA",0,6.815387,1.887704,101.9743,0,0,0,0,0,2.59979,0,0,0,0,0,0,0,9.132919,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14415-RA",29.44164,22.86872,31.67051,213.8563,23.22009,0,0,0,0,8.178259,7.084509,0,0,0,0,0,0,0,0,221.8673,0,0,0,0,0,0,0,0,2.176448
"Mcavernosa14416-RA",9.956859,6.767219,29.90054,30.99601,2.70786,0,0,0,21.28373,16.59482,0,0,32.28551,0,0,4.769121,0,0,0,0,0,0,112.6479,74.4839,0,24.93979,0,0,107.4636
"Mcavernosa14417-RA",114.6149,31.06665,26.54198,34.68886,142.6054,0,700.8879,102.3495,63.60582,29.18444,216.0406,0,137.9585,185.5269,249.0895,107.5087,0,3.106767,153.0238,606.8179,247.5154,259.9304,50.42749,0,432.0812,115.469,4.188895,91.22912,22.59416
"Mcavernosa14418-RA",67.55384,32.29827,8.349478,13.80739,39.80577,0,0,19.53225,6.56376,33.88128,0,0,16.80991,0,0,23.36883,0,216.4055,0,0,0,5.100213,80.28768,0,0,41.49097,0,4.707164,0
"Mcavernosa14419-RA",0,28.24929,7.824394,0,0,0,0,0,0,18.8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14420-RA",0,1.12265,1.554739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14421-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14422-RA",0,4.941903,5.264585,0,0,0,0,0,0,0.181263,0,0,13.68465,0,0,0,0,0,0,0,1.237341,0,0,0,0,0,0,1.385068,0
"Mcavernosa14423-RA",0,0,9.847391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14424-RA",0,96.09735,29.13836,0,0,0,6371.457,0,0,0.571816,0,0,8.79638,0,0,84.74478,0,0,20.33103,0,0,0,0,0,14.16211,15.43873,0,0,0
"Mcavernosa14425-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14426-RA",0,0,0.551605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14428-RA",0,26.13453,13.67302,0,0,0,0,2.634126,25.08041,7.061553,0,0,65.7427,0,6.984809,98.84336,0,0,0,0,0,58.4644,0,0,0,31.6466,0,0,1.326539
"Mcavernosa14430-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14431-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14433-RA",27.41169,100.219,161.6945,0,231.9234,0,0,16.57475,20.35463,17.63561,0,0,152.1329,20.619,148.0291,107.5149,0,0,0,0,256.2778,0,4.475056,0,0,37.69479,9.538549,0,1.81026
"Mcavernosa14434-RA",0,0,3.332612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14435-RA",0,0,8.979446,0,0,0,0,1.453069,50.01913,0,0,0,0,0.135423,4.993081,0.386654,0,0,0,0,11.59543,0,0.157906,0,0,0.617411,1.231286,0,0.006455
"Mcavernosa14437-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14438-RA",0,0,0.699557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14439-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa14441-RA",2.356166,25.77455,18.305,10.59474,0,0,0,101.9154,57.08065,23.63446,0,0,62.34342,17.24555,0,3.260264,0,0,0,0,0,0,3.850414,0,0,0,0,0,0
