"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa20309-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20310-RA",307.8162,127.2642,104.7109,152.0139,185.3632,727.2455,0,131.289,88.74573,84.9556,48.23792,264.1925,110.0682,208.3706,0,22.15821,0,75.23806,79.41106,151.9618,70.6633,141.856,90.13814,1.048684,1133.975,58.72568,6.762965,10.91032,145.9129
"Mcavernosa20311-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20312-RA",0,4.627183,2.136036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20313-RA",0,0,0,0,106.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20314-RA",0,0,0.922877,0,0,0,0,0,0,0,0,0,45.08791,0,0,0,0,0,0,0,0,0,0,0,0,48.4166,0,0,0
"Mcavernosa20315-RA",0,0.300919,0.277825,0,0,0,0,0,0,0.143485,0,0,0,0,0,0,0,0,0,0,0.979462,0,0,0,0,0,0,0,0
"Mcavernosa20316-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20317-RA",0,2.054493,0.316137,0,0,0,0,0,0,0.326544,0,0,0,0,0,0,0,0,8.071695,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20318-RA",5.751798,22.00001,8.124653,9.404921,6.655193,0,0,11.30876,12.29501,13.42736,0,195.4867,14.50345,34.44488,1.76394,20.98243,0,28.00693,0,0.525389,0,6.948033,0,0,0,4.285575,0,0.801573,0
"Mcavernosa20321-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20322-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20323-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20325-RA",4.126078,12.15199,11.62009,0,1.458763,2.465568,0,3.936894,5.934426,13.48155,0,0,0,0,0,7.850312,0,0,0,0,0,20.55983,8.428474,0,0,14.62358,0,0,0
"Mcavernosa20328-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20329-RA",0,0,0,0,0,0,0,0,3.835532,6.83662,0,0,0,0,0,0,0,0,0,9.643989,0,0,0,0,0,0,0,10.50971,34.26034
"Mcavernosa20332-RA",0,0,1.290044,0,0,0,0,0,0,4.663781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20333-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20335-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20336-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20338-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20339-RA",112.1462,65.06849,51.11632,0,0,0,0,69.03494,112.1285,54.43192,0,0,82.68317,278.0246,36.61144,116.3838,0,0,0,0,3.715647,117.1705,141.8847,0,0,104.5754,0,0,0
"Mcavernosa20341-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20342-RA",1.199433,0.756971,1.048317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20343-RA",93.09549,20.19125,59.43949,45.98848,120.7142,154.1967,0,89.0772,125.0059,100.3803,1.640671,79.26698,128.6312,5.758279,326.4371,179.619,10.14803,126.4146,0,41.89551,155.1438,138.5123,59.13994,172.49,0,130.3526,0,118.1897,48.89131
"Mcavernosa20347-RA",147.3949,49.70639,38.68016,106.2465,189.35,0,0,25.7655,33.67165,39.95343,0,0,24.02225,0,0,30.35935,0,19.03107,0,152.6212,0,0,0,0,0,28.41269,0,548.4918,0
"Mcavernosa20348-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20349-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20350-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20351-RA",18.65321,7.244416,21.73746,0,331.7686,0,0,49.28662,79.746,146.8081,0,0,389.6098,0,0,23.8253,0,0,384.2352,181.6565,907.8262,293.1408,0,0,0,181.168,0,125.3768,0
"Mcavernosa20352-RA",0,23.91657,9.936501,0,0,0,0,0,0,10.26359,0,0,25.93246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20353-RA",132.1241,8.552252,16.44982,0,34.73462,0,0,49.56444,10.8626,11.21427,0,0,0,0,0,23.43873,0,0,0,0,0,30.9486,0,0,0,1.87609,0,0,0
"Mcavernosa20354-RA",0,2.487018,3.444231,0,0,0,0,0,0,5.336412,0,0,0,0,0,0,0,0,366.4125,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20355-RA",0,0,1.70176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20356-RA",3.171561,4.474154,4.891723,40.26703,14.37898,10.70225,37.46818,29.19338,35.49274,44.23962,1.1672,0,22.16266,16.38614,41.53757,4.259464,0,44.17784,0,33.17933,20.69473,16.7332,26.52436,0,0,19.83635,0,2.573942,57.01393
"Mcavernosa20357-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20358-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20359-RA",0,1.875358,0.865718,0,0,0,0,5.670579,7.939926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20360-RA",0,3.836739,1.265104,0,0,0,0,0,4.641159,2.874847,0,0,0,0,0,0,0,0,6.460193,1.308948,0,0,2.128893,0,0,0,0,43.93463,0
"Mcavernosa20361-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20362-RA",0,7.468202,0.689506,0,0,0,0,0,0,0,229.5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20364-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20366-RA",0,11.81334,0,0,0,0,0,0,30.00931,0,0,0,0,1130.302,0,77.70295,0,0,0,0,0,0,0,0,0,0,0,0,62.96035
"Mcavernosa20367-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20368-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20379-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20380-RA",0,0,0,0,0,0,0,5.864535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20381-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20382-RA",1.225612,1.546985,2.142394,0,0,0,0,9.35533,2.619861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20383-RA",0,2.730929,1.260673,0,0,0,0,0,0,0,0,0,46.19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20384-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20386-RA",261.0691,0,13.58197,0,0,0,200.6315,106.7567,199.3071,154.3196,0,0,362.4047,921.3029,0,309.6389,0,591.3996,0,519.9488,670.3588,0,0,0,0,52.66646,0,0,304.6534
"Mcavernosa20387-RA",0,0,4.981621,0,0,0,0,0,0,30.87363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20388-RA",0,0,7.380495,0,0,0,0,0,1.805071,14.23043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.59016,0,0,0
"Mcavernosa20389-RA",0,0,5.427667,0,0,0,0,8.888004,0,2.803167,0,0,23.5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20390-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20392-RA",0,0,0,0,0,0,0,12.67496,0,5.99629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20393-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20397-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20398-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20399-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20400-RA",24.19114,35.79896,42.77265,0,156.3081,0,0,54.12321,42.79518,28.11495,0,0,0,0,0,105.6152,32.28046,0,248.2005,108.123,0,66.50595,0,0,0,40.4668,0,0,0
"Mcavernosa20402-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20404-RA",0,0,0.469566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548927
"Mcavernosa20405-RA",0,0.688156,1.906031,58.83678,1.927528,0,0,6.242391,1.16541,3.937546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20406-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20410-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,322.9435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20411-RA",0,0,0,0,0,0,0,0,5.753419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20412-RA",0,0,2.431906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20413-RA",0,0,5.30272,0,0,0,0,17.3668,0,0,0,0,0,49.95811,0,0,0,0,33.84761,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20414-RA",0,118.6915,9.446775,0,0,0,0,148.5067,55.45028,236.1374,0,0,10.65069,0,0,0,0,0,0,0,0,161.5737,0,5.733358,0,68.95346,0,0,0
"Mcavernosa20415-RA",21.37944,269.8544,49.82892,0,0,0,0,0,91.40115,450.3554,0,0,0,0,0,266.2476,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20426-RA",0,0.83567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430479,0,0,0,0
"Mcavernosa20427-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20429-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20430-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20432-RA",0,17.55378,94.53865,0,0,0,0,0,9.909266,19.53013,0,0,63.44452,0,23.45743,4.810877,89.69487,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20434-RA",0,1.01323,2.80641,0,0,0,0,0,5.147796,2.41566,0,0,33.39845,0,0,0,0,0,0,0,0,0,0,0,0,15.47,0,0,0
"Mcavernosa20437-RA",84.40734,61.3413,83.8328,51.75627,90.88235,9.170586,0,82.97771,155.8247,165.4877,0,0,242.2425,365.0666,0,104.8507,1187.761,529.974,256.8529,136.8535,47.28796,114.7073,880.9178,695.3478,0,211.6183,0,423.4693,163.4623
"Mcavernosa20439-RA",0,0,0.498579,0,0,0,0,0,1.882266,0,0,0,0,0,0,1.033534,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20441-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20442-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20444-RA",0,1.466943,1.354364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20446-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20458-RA",0,15.76439,2.42576,0,0,0,0,0,0,17.53928,0,0,36.46537,0,0,0,0,0,0,0,0,0,45.92276,0,0,0.69164,0,0,0
"Mcavernosa20460-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20462-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20466-RA",0,10.08096,0,0,0,0,0,20.44113,3.816213,0,0,0,27.36549,0,0,0,0,0,0,0,0,0,0,0,0,43.30298,0,0,0
"Mcavernosa20467-RA",0,4.566209,2.786045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20468-RA",10.10067,40.8854,16.43851,46.98483,11.57517,0,0,6.646583,8.934264,45.90788,0,0,18.87667,84.12737,0,44.09812,0,2.945604,0,288.7196,90.14975,53.80171,47.81157,0,0,4.629135,3.971597,59.26621,0
"Mcavernosa20471-RA",0,1.560921,1.801412,0,14.86531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.243179,0,0,0,0,0,0,0
"Mcavernosa20472-RA",0,51.70294,15.75256,0,0,0,0,0,8.756033,18.24336,0,0,17.93949,0,8.290987,25.50594,0,0,12.18783,2.469468,0,20.411,0,0,0,0,9.341681,0,0
"Mcavernosa20475-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.87152,0,0,0,0,0,0,0,0,0
"Mcavernosa20476-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20478-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.41936,0,0,0,0,0
"Mcavernosa20479-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20481-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20482-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20483-RA",0,0,2.421001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20484-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20485-RA",0,3.235188,5.475994,0,0.604119,12.25282,0,0,0,3.085228,0,0,13.09607,0,0,3.546608,0,0,0,0,0,0,0,0,0,2.838787,0,0,65.68478
"Mcavernosa20486-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20487-RA",0,2.560526,1.18201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20488-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.72805,0,0
"Mcavernosa20491-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20493-RA",0,1.457346,0.672752,0,0,0,0,0,0,0,0,0,3.160367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20494-RA",21.23925,11.91488,15.46943,31.8348,5.840392,0,8.463444,0,12.61136,13.84817,0,0,19.05578,0,0,7.34727,0,0,0,0,0,0,0,0,0,18.81896,0,24.41926,0
"Mcavernosa20495-RA",0,8.643906,7.182482,0,12.59005,0,0,0,11.71095,0,0,0,32.24135,0,0,0,0,0,0,49.54267,0,0,0,0,0,0,0,0,0
"Mcavernosa20496-RA",0,3.28979,9.111953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20497-RA",10.85603,120.5832,28.25399,0,1.023498,0,0,8.286619,29.39401,29.18405,0,0,14.26331,0,0,69.09964,0,0,0,37.08687,0,0,35.48156,1.279678,0,37.51389,0,0,0
"Mcavernosa20499-RA",0,39.15676,6.379713,0,0,0,0,0,23.4046,0,0,0,0,0,0,0,0,0,0,5.500676,0,0,0,0,9.455352,27.89139,0,0,0
"Mcavernosa20500-RA",42.88031,29.2563,39.16601,109.4359,0,0,0,13.26947,7.43195,18.83263,268.2743,0,0,0,0,0,0,0,17.24132,38.42733,0,23.09928,0,0,0,46.20884,0,0,0
"Mcavernosa20501-RA",0,0,1.490361,0,0,0,0,0,13.66884,0,0,0,0,28.08204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20503-RA",281.1484,108.9018,10.8345,20.06685,195.1169,474.6731,0,70.96758,101.7534,83.7098,0,0,77.77053,16.33188,790.3641,47.85679,0,6.290222,0,82.9539,149.731,300.2002,0,0,0,148.7743,0,0,71.47817
"Mcavernosa20506-RA",29.41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20508-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20527-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20531-RA",0,0,0,0,0,0,0,7.574436,4.24228,3.284715,0,0,19.01297,0,0,0,0,0,0,0,0,0,0,0,0,0.659419,0,0,0
"Mcavernosa20532-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20533-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20534-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20536-RA",0,11.63702,14.32526,0,0,0,0,0,0,0,0,0,0,0,0,6.378601,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20537-RA",0,0,1.079227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20538-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20539-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20540-RA",0,0,30.96104,0,0,0,0,0,4.056558,0,0,0,0,0,0,0,0,0,0,0,0,9.456156,0,0,0,0,0,0,0
"Mcavernosa20541-RA",0,1.986447,1.833998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20542-RA",0,0,4.704865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20543-RA",0,5.809117,8.760057,0,12.58319,0,0,0,0.98379,14.31128,0.959791,0,0.083983,0,0,1.910491,0,0,0,0,0,0,0,0.271254,0,0,0,0,0
"Mcavernosa20547-RA",0,0,2.592476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20549-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20550-RA",0,0,2.837757,0,0,0,0,0,0,0,0,0,0.888724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20551-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20552-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20553-RA",0,28.05668,14.31508,0,0,0,0,4.465044,12.50388,26.05206,7.319317,0,0,0,0,24.28217,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20554-RA",0,0,6.192209,0,0,0,0,0,0,20.78714,0,0,119.2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20555-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20556-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20557-RA",0,6.483828,15.46443,0,0,0,0,3.267558,21.96108,4.637464,0,0,7.030339,0,0,8.884953,0,0,0,0,0,59.72516,0,0,0,0,0,0,0
"Mcavernosa20571-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20572-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20573-RA",0,19.9918,33.83883,0,0,0,0,0,22.57111,9.532564,0,0,0,0,0,10.95811,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20574-RA",33.07809,59.46446,38.54744,0,20.55425,0,0,22.95377,34.28244,13.87539,0,0,8.779795,176.0795,0,9.362181,0,0,0,0,0,77.41772,0,0,2.596865,24.31291,0,0,19.26576
"Mcavernosa20575-RA",2.452845,28.89616,15.72128,220.5893,155.5172,123.1201,11.72895,0,94.3774,117.1162,0,0,40.2837,17.95318,0,11.87914,0,331.9039,12.16363,251.3856,117.5679,61.11142,96.20175,0,0,8.693338,0,3.760124,1.571479
"Mcavernosa20576-RA",0,27.95424,23.56466,220.8214,501.8009,0,13.81329,36.75048,65.86611,119.3837,6.024317,0,60.62092,126.8617,0,5.995785,0,0,0,240.9107,0,163.1353,358.7758,1.70258,0,88.30463,21.95987,0,79.582
"Mcavernosa20577-RA",57.79726,33.05662,10.52404,353.2895,455.9348,142.4659,0,3.446701,27.02593,79.35442,0,0,67.23635,138.809,0,18.74413,524.2036,145.1119,13.43512,0,107.5962,364.4975,88.54827,0,0,74.41606,0,851.4014,0
"Mcavernosa20578-RA",0,1.660366,1.788433,41.40502,95.95936,1.5721,0,0,5.155104,3.562658,0,0,0,0,0,0,0,0,0,19.82586,0,0,20.42189,0,0,2.768157,0,1.00826,0
"Mcavernosa20579-RA",0,0,1.935065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20584-RA",0,2.939971,0,0,0,0,0,0,0,3.644804,0,0,8.415729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142363,0
"Mcavernosa20585-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20586-RA",0,3.516033,2.434648,0,0,0,0,0,0,1.676528,0,0,0,15.29157,0,0,0,0,0,0,2.86109,0,0,0,0,6.478963,0,0,0
"Mcavernosa20587-RA",0,400.4915,17.70109,0,0,0,0,0,36.07677,0,0,0,197.7216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20588-RA",0,0,0,0,0,0,0,0,0,1.817946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20589-RA",5.042516,1.272947,0,0,0,0,0,0,0,2.427886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20590-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20591-RA",1.798277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa20592-RA",18.6749,18.1321,4.185141,19.37851,1.015762,0,20.6075,0,0,23.3437,0,0,0,0,0,44.72437,0,0,0,0,0,0,0,0,0,19.09249,0,0,57.9821
"Mcavernosa20594-RA",1.051418,574.641,72.90338,0,32.71187,0,15.08294,32.10272,220.2556,274.0024,440.7288,0,149.0779,207.7832,42.56275,469.1936,81.37424,26.6759,0,3.169326,4.319637,424.3681,103.0928,0,16.34368,243.149,23.97831,9.670718,503.1929
